,City,Place,PlaceID,CityID,ImageUrl
110,Manali,Gulaba,64,17,https://images.pexels.com/photos/2419865/pexels-photo-2419865.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
111,Manali,Solang Nullah,172,17,https://images.pexels.com/photos/2419865/pexels-photo-2419865.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
112,Kolkata,Victoria Memorial Hall,200,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
113,Kolkata,Dakshineswar Kali Temple,39,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
114,Kolkata,Howrah Bridge,73,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
115,Kolkata,Park Street,140,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
116,Kolkata,Eden Gardens,49,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
117,Kolkata,Mother House,122,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
118,Kolkata,Metro Railway,118,14,https://images.pexels.com/photos/12552817/pexels-photo-12552817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
119,Munnar,Tea Gardens,186,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
120,Munnar,Top Station,195,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
121,Munnar,Rajamalai (Eravikulam) National Park,149,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
122,Munnar,Kannan Devan Tea Museum,91,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
123,Munnar,Rose Gardens,157,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
124,Munnar,Photo Point,141,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
125,Munnar,Kundala Dam Lake,101,19,https://images.pexels.com/photos/13691355/pexels-photo-13691355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
126,Bhopal,Birla Mandir,22,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
127,Bhopal,Buddhist Monuments at Sanchi,27,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
128,Bhopal,Rock Shelters of Bhimbetka,155,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
129,Bhopal,Upper Lake,197,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
130,Bhopal,Jama Masjid,85,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
131,Bhopal,Van Vihar National Park,198,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
132,Bhopal,Archaeological Museum,8,5,https://images.unsplash.com/photo-1585744945554-5df801d2b680?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80
133,Amritsar,Golden Temple,61,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
134,Amritsar,Jallianwala Bagh,84,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
135,Amritsar,Gobindgarh Fort,58,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
136,Amritsar,Durgiana Temple,47,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
137,Amritsar,Akal Takht,3,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
138,Amritsar,The Partition Museum,189,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
139,Amritsar,Mandir Mata Lal Devi,109,3,https://images.pexels.com/photos/12656948/pexels-photo-12656948.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
140,Mumbai,Gateway of India,56,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
141,Mumbai,Bandra-Worli Sea Link,15,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
142,Mumbai,Marine Drive,114,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
143,Mumbai,Shree Siddhivinayak,168,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
144,Mumbai,Chhatrapati Shivaji Terminus,29,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
145,Mumbai,Sri Sri Radha Gopinath Temple,180,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
146,Mumbai,Nariman Point,129,18,https://images.pexels.com/photos/706352/pexels-photo-706352.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
147,Kanyakumari,Vivekananda Rock Memorial,203,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
148,Kanyakumari,Kanyakumari Beach,92,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
149,Kanyakumari,Thiruvalluvar Statue,191,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
150,Kanyakumari,Padmanabhapuram Palace,136,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
151,Kanyakumari,Thanumalayan temple - Sthanumalayan Kovil,187,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
152,Kanyakumari,Bhagavathy Amman Temple,20,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
153,Kanyakumari,Gandhi Memorial,54,12,https://images.unsplash.com/photo-1605822726565-88069f152c9c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1331&q=80
154,Alappuzha,Alappuzha Beach,4,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
155,Alappuzha,Alleppey Backwaters,6,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
156,Alappuzha,Ambalapuzha Sree Krishna Temple,7,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
157,Alappuzha,Alappuzha Lighthouse,5,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
158,Alappuzha,Revi Karunakaran Museum,154,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
159,Alappuzha,Mannarasala Sree Nagaraja Temple,113,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
160,Alappuzha,Kathakali,95,1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
161,Kodaikanal,Kodaikanal Lake,96,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
162,Kodaikanal,Coakers Walk,36,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
163,Kodaikanal,Pine Forest,143,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
164,Kodaikanal,Pillar Rocks,142,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
165,Kodaikanal,Berijam Lake,18,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
166,Kodaikanal,Bryant Park,26,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
167,Kodaikanal,Guna Cave,65,13,https://images.pexels.com/photos/9411140/pexels-photo-9411140.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
168,Pondicherry,Seaside Promenade,162,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
169,Pondicherry,Paradise Beach,139,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
170,Pondicherry,Arulmigu Manakula Vinayagar Temple,9,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
171,Pondicherry,The Basilica of the Sacred Heart of Jesus,188,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
172,Pondicherry,Serenity Beach,163,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
173,Pondicherry,Chunnambar Boat House,32,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
174,Pondicherry,Sri Aurobindo Ashram,176,25,https://images.unsplash.com/photo-1598792598750-1f0dc619e6a2?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
175,Mysuru (Mysore),Mysore Palace (Amba Vilas),124,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
176,Mysuru (Mysore),Sri Chamarajendra Zoological Gardens,178,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
177,Mysuru (Mysore),Brindavan Garden,25,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
178,Mysuru (Mysore),Namdroling Monastery,127,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
179,Mysuru (Mysore),Sri Chamundeshwari Temple,179,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
180,Mysuru (Mysore),St. Philomena's Church,181,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
181,Mysuru (Mysore),Somnathpur Temple,174,20,https://images.pexels.com/photos/4134646/pexels-photo-4134646.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
182,Ooty,Botanical Gardens,24,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
183,Ooty,Doddabetta Peak,46,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
184,Ooty,Ooty Lake,134,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
185,Ooty,Pykara Lake,145,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
186,Ooty,Nilgiri Mountain Railway,131,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
187,Ooty,Rose Garden,156,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
188,Ooty,Pykara Falls,144,23,https://images.unsplash.com/photo-1590765759804-0b2b579820b3?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1215&q=80
189,Madikeri,Abbey Falls,0,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
190,Madikeri,Raja's Seat,147,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
191,Madikeri,Raja's Tomb,148,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
192,Madikeri,Omkareshwara Temple,133,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
193,Madikeri,Madikeri Fort,107,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
194,Madikeri,Kote Betta,97,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
195,Madikeri,Mercara Gold Estate - Coffee Plantation Tour Coorg,117,16,https://images.unsplash.com/photo-1626148857418-8e9c7756091f?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1208&q=80
196,Hampi,Monkey Temple,120,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
197,Hampi,Vithala Temple Complex,202,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
198,Hampi,Virupaksha Temple,201,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
199,Hampi,Elephant Stables,51,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
200,Hampi,Group of Monuments at Hampi,63,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
201,Hampi,Statue of Ugra Narsimha,182,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
202,Hampi,Lotus Mahal,105,7,https://images.pexels.com/photos/3936815/pexels-photo-3936815.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
203,Hyderabad,Ramoji Film City,150,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
204,Hyderabad,Golconda Fort,60,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
205,Hyderabad,Charminar,28,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
206,Hyderabad,Birla Mandir,22,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
207,Hyderabad,Salar Jung Museum,159,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
208,Hyderabad,Hussain Sagar Lake,75,8,https://images.pexels.com/photos/9373357/pexels-photo-9373357.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
209,Hyderabad,Chowmahalla Palace,31,8,https://www.hyderabadtourism.travel/images//v2/header-places/chowmahalla-palace-hyderabad-tourism-entryfee-timings-reviews-header.jpg